Id,Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor,Max Floor
1622,квартира,41.35,5 279 000,Проспект Просвещения,19.4,Выборгский район,15.8,2.75,24,27
1623,квартира,41.69,5 323 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,18,27
1624,квартира,40.8,5 385 000,Проспект Просвещения,19.4,Выборгский район,14.04,2.75,2,22
1625,квартира,41.3,5 273 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,16,27
1626,квартира,41.77,5 333 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,16,27
1627,квартира,41.77,5 333 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,15,27
1628,квартира,42.66,5 447 000,Проспект Просвещения,19.4,Выборгский район,16.87,2.75,5,27
1629,квартира,42.66,5 447 000,Проспект Просвещения,19.4,Выборгский район,16.87,2.75,7,27
1630,квартира,42.66,5 447 000,Проспект Просвещения,19.4,Выборгский район,16.87,2.75,8,27
1631,квартира,42.66,5 447 000,Проспект Просвещения,19.4,Выборгский район,16.87,2.75,9,27
1632,квартира,41.9,5 350 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,4,27
1633,квартира,42.41,5 415 000,Проспект Просвещения,19.4,Выборгский район,16.27,2.75,20,27
1634,квартира,42.51,5 427 000,Проспект Просвещения,19.4,Выборгский район,18.26,2.75,24,27
1635,квартира,42.53,5 430 000,Проспект Просвещения,19.4,Выборгский район,18.26,2.75,16,27
1636,квартира,42.66,5 447 000,Проспект Просвещения,19.4,Выборгский район,16.87,2.75,11,27
1637,квартира,42.66,5 447 000,Проспект Просвещения,19.4,Выборгский район,16.87,2.75,6,27
1638,квартира,41.35,5 279 000,Проспект Просвещения,19.4,Выборгский район,15.8,2.75,23,27
1639,квартира,41.69,5 323 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,19,27
1640,квартира,41.69,5 323 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,20,27
1641,квартира,41.82,5 339 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,11,27
1642,квартира,41.82,5 339 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,12,27
1643,квартира,41.84,5 342 000,Проспект Просвещения,19.4,Выборгский район,16.27,2.75,3,27
1644,квартира,42.41,5 415 000,Проспект Просвещения,19.4,Выборгский район,16.27,2.75,18,27
1645,квартира,42.64,5 444 000,Проспект Просвещения,19.4,Выборгский район,16.27,2.75,15,27
1646,квартира,42.64,5 444 000,Проспект Просвещения,19.4,Выборгский район,16.27,2.75,16,27
1647,квартира,41.82,5 339 000,Проспект Просвещения,19.4,Выборгский район,21.5,2.75,10,27
1648,квартира,40.68,5 194 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,15,27
1649,квартира,40.73,5 200 000,Проспект Просвещения,19.4,Выборгский район,20.69,2.75,16,27
1650,квартира,40.76,5 204 000,Проспект Просвещения,19.4,Выборгский район,16.81,2.75,6,16
1651,квартира,40.76,5 204 000,Проспект Просвещения,19.4,Выборгский район,16.81,2.75,7,16
1652,квартира,41.21,5 261 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,21,27
1653,квартира,40.48,5 168 000,Проспект Просвещения,19.4,Выборгский район,20.67,2.75,21,24
1654,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,17,27
1655,квартира,41.22,5 263 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,5,27
1656,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,11,24
1657,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.65,2.75,12,24
1658,квартира,40.99,5 233 000,Проспект Просвещения,19.4,Выборгский район,15.5,2.75,23,27
1659,квартира,41.22,5 263 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,12,27
1660,квартира,41.21,5 261 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,17,27
1661,квартира,40.68,5 194 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,16,27
1662,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,9,27
1663,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,14,27
1664,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,20,27
1665,квартира,40.66,5 191 000,Проспект Просвещения,19.4,Выборгский район,20.69,2.75,20,27
1666,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,12,27
1667,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,13,27
1668,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,9,24
1669,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,7,27
1670,квартира,40.74,5 201 000,Проспект Просвещения,19.4,Выборгский район,20.69,2.75,4,27
1671,квартира,40.99,5 233 000,Проспект Просвещения,19.4,Выборгский район,15.5,2.75,25,27
1672,квартира,41.22,5 263 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,13,27
1673,квартира,40.54,5 176 000,Проспект Просвещения,19.4,Выборгский район,20.67,2.75,15,24
1674,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,11,27
1675,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,12,27
1676,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,19,27
1677,квартира,40.66,5 191 000,Проспект Просвещения,19.4,Выборгский район,20.69,2.75,19,27
1678,квартира,41.21,5 261 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,18,27
1679,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,8,27
1680,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,8,24
1681,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,4,24
1682,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,10,27
1683,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,10,24
1684,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,9,27
1685,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,8,27
1686,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,6,27
1687,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,7,27
1688,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,18,27
1689,квартира,40.66,5 191 000,Проспект Просвещения,19.4,Выборгский район,20.69,2.75,18,27
1690,квартира,40.66,5 191 000,Проспект Просвещения,19.4,Выборгский район,20.69,2.75,21,27
1691,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,11,27
1692,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,13,27
1693,квартира,41.22,5 263 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,7,27
1694,квартира,41.22,5 263 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,9,27
1695,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,5,27
1696,квартира,40.99,5 233 000,Проспект Просвещения,19.4,Выборгский район,15.5,2.75,24,27
1697,квартира,40.54,5 176 000,Проспект Просвещения,19.4,Выборгский район,20.67,2.75,16,24
1698,квартира,40.73,5 200 000,Проспект Просвещения,19.4,Выборгский район,20.69,2.75,15,27
1699,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,7,24
1700,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,6,24
1701,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,13,24
1702,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,5,24
1703,квартира,40.99,5 233 000,Проспект Просвещения,19.4,Выборгский район,15.5,2.75,22,27
1704,квартира,40.94,5 227 000,Проспект Просвещения,19.4,Выборгский район,16.81,2.75,4,16
1705,квартира,41.21,5 261 000,Проспект Просвещения,19.4,Выборгский район,20.96,2.75,19,27
1706,квартира,40.59,5 182 000,Проспект Просвещения,19.4,Выборгский район,21.3,2.75,21,27
1707,квартира,40.66,5 191 000,Проспект Просвещения,19.4,Выборгский район,20.69,2.75,17,27
1708,квартира,40.67,5 193 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,14,27
1709,квартира,40.72,5 199 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,14,24
1710,квартира,38.64,4 970 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,7,27
1711,квартира,38.64,4 970 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,14,27
1712,квартира,38.69,4 977 000,Проспект Просвещения,19.4,Выборгский район,16.24,2.75,25,27
1713,квартира,39.78,5 018 000,Проспект Просвещения,19.4,Выборгский район,17.6,2.75,3,5
1714,квартира,39.09,5 028 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,8,27
1715,квартира,38.88,5 001 000,Проспект Просвещения,19.4,Выборгский район,16.15,2.75,3,27
1716,квартира,39.16,5 037 000,Проспект Просвещения,19.4,Выборгский район,20.41,2.75,21,27
1717,квартира,39.67,5 103 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,7,27
1718,квартира,39.67,5 103 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,13,27
1719,квартира,38.51,4 954 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,16,24
1720,квартира,38.06,4 896 000,Проспект Просвещения,19.4,Выборгский район,15.29,2.75,15,16
1721,квартира,39.64,5 099 000,Проспект Просвещения,19.4,Выборгский район,20.55,2.75,18,27
1722,квартира,39.8,5 120 000,Проспект Просвещения,19.4,Выборгский район,15.38,2.75,10,24
1723,квартира,39.67,5 103 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,6,27
1724,квартира,39.8,5 120 000,Проспект Просвещения,19.4,Выборгский район,15.38,2.75,11,24
1725,квартира,39.64,5 099 000,Проспект Просвещения,19.4,Выборгский район,20.55,2.75,21,27
1726,квартира,39.67,5 103 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,11,27
1727,квартира,40.26,5 140 000,Проспект Просвещения,19.4,Выборгский район,14.71,2.75,22,24
1728,квартира,38.51,4 954 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,20,24
1729,квартира,38.51,4 954 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,19,24
1730,квартира,38.58,4 963 000,Проспект Просвещения,19.4,Выборгский район,15.79,2.75,4,22
1731,квартира,38.57,4 961 000,Проспект Просвещения,19.4,Выборгский район,15.29,2.75,7,16
1732,квартира,38.64,4 970 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,11,27
1733,квартира,39.88,4 992 000,Проспект Просвещения,19.4,Выборгский район,17.6,2.75,5,5
1734,квартира,39.78,5 018 000,Проспект Просвещения,19.4,Выборгский район,17.6,2.75,3,5
1735,квартира,38.46,4 947 000,Проспект Просвещения,19.4,Выборгский район,20.39,2.75,18,27
1736,квартира,38.51,4 954 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,17,24
1737,квартира,39.09,5 028 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,11,27
1738,квартира,39.09,5 028 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,13,27
1739,квартира,39.09,5 028 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,12,27
1740,квартира,39.16,5 037 000,Проспект Просвещения,19.4,Выборгский район,20.41,2.75,17,27
1741,квартира,39.16,5 037 000,Проспект Просвещения,19.4,Выборгский район,20.41,2.75,19,27
1742,квартира,39.67,5 103 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,9,27
1743,квартира,39.56,5 089 000,Проспект Просвещения,19.4,Выборгский район,20.63,2.75,19,24
1744,квартира,39.67,5 103 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,10,27
1745,квартира,39.41,5 069 000,Проспект Просвещения,19.4,Выборгский район,15.34,2.75,24,27
1746,квартира,38.46,4 947 000,Проспект Просвещения,19.4,Выборгский район,20.39,2.75,15,27
1747,квартира,38.46,4 947 000,Проспект Просвещения,19.4,Выборгский район,20.39,2.75,16,27
1748,квартира,38.46,4 947 000,Проспект Просвещения,19.4,Выборгский район,20.39,2.75,19,27
1749,квартира,38.46,4 947 000,Проспект Просвещения,19.4,Выборгский район,20.39,2.75,21,27
1750,квартира,37.96,4 883 000,Проспект Просвещения,19.4,Выборгский район,15.79,2.75,5,22
1751,квартира,39.08,4 892 000,Проспект Просвещения,19.4,Выборгский район,16.8,2.75,4,5
1752,квартира,39.09,5 028 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,9,27
1753,квартира,38.89,5 003 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,25,27
1754,квартира,39.56,5 089 000,Проспект Просвещения,19.4,Выборгский район,20.63,2.75,18,24
1755,квартира,39.16,5 037 000,Проспект Просвещения,19.4,Выборгский район,20.41,2.75,16,27
1756,квартира,39.56,5 089 000,Проспект Просвещения,19.4,Выборгский район,20.63,2.75,21,24
1757,квартира,40.48,5 168 000,Проспект Просвещения,19.4,Выборгский район,20.67,2.75,19,24
1758,квартира,38.64,4 970 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,13,27
1759,квартира,39.88,4 992 000,Проспект Просвещения,19.4,Выборгский район,17.6,2.75,3,5
1760,квартира,40.28,5 143 000,Проспект Просвещения,19.4,Выборгский район,15.89,2.75,24,27
1761,квартира,40.39,5 157 000,Проспект Просвещения,19.4,Выборгский район,14.67,2.75,25,27
1762,квартира,39.8,5 120 000,Проспект Просвещения,19.4,Выборгский район,15.38,2.75,5,24
1763,квартира,40.36,5 153 000,Проспект Просвещения,19.4,Выборгский район,14.62,2.75,24,27
1764,квартира,39.41,5 069 000,Проспект Просвещения,19.4,Выборгский район,15.34,2.75,22,27
1765,квартира,39.8,5 120 000,Проспект Просвещения,19.4,Выборгский район,15.38,2.75,12,24
1766,квартира,38.51,4 954 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,21,24
1767,квартира,38.36,4 934 000,Проспект Просвещения,19.4,Выборгский район,15.29,2.75,9,16
1768,квартира,38.51,4 954 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,15,24
1769,квартира,38.51,4 954 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,18,24
1770,квартира,39.64,5 099 000,Проспект Просвещения,19.4,Выборгский район,20.55,2.75,17,27
1771,квартира,38.73,4 982 000,Проспект Просвещения,19.4,Выборгский район,15.29,2.75,4,16
1772,квартира,39.16,5 037 000,Проспект Просвещения,19.4,Выборгский район,20.41,2.75,20,27
1773,квартира,39.56,5 089 000,Проспект Просвещения,19.4,Выборгский район,20.63,2.75,20,24
1774,квартира,39.08,4 892 000,Проспект Просвещения,19.4,Выборгский район,16.8,2.75,3,5
1775,квартира,38.36,4 934 000,Проспект Просвещения,19.4,Выборгский район,15.29,2.75,9,16
1776,квартира,39.8,5 120 000,Проспект Просвещения,19.4,Выборгский район,15.38,2.75,8,24
1777,квартира,39.41,5 069 000,Проспект Просвещения,19.4,Выборгский район,15.34,2.75,23,27
1778,квартира,39.09,5 028 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,10,27
1779,квартира,40.36,5 153 000,Проспект Просвещения,19.4,Выборгский район,14.62,2.75,22,27
1780,квартира,40.36,5 153 000,Проспект Просвещения,19.4,Выборгский район,14.62,2.75,23,27
1781,квартира,40.48,5 168 000,Проспект Просвещения,19.4,Выборгский район,20.67,2.75,20,24
1782,квартира,40.48,5 168 000,Проспект Просвещения,19.4,Выборгский район,20.67,2.75,18,24
1783,квартира,39.67,5 103 000,Проспект Просвещения,19.4,Выборгский район,20.6,2.75,8,27
1784,квартира,39.8,5 120 000,Проспект Просвещения,19.4,Выборгский район,15.38,2.75,13,24
1785,квартира,39.71,5 108 000,Проспект Просвещения,19.4,Выборгский район,20.55,2.75,15,27
1786,квартира,40.28,5 143 000,Проспект Просвещения,19.4,Выборгский район,15.89,2.75,23,27
1787,квартира,40.48,5 168 000,Проспект Просвещения,19.4,Выборгский район,20.67,2.75,17,24
1788,квартира,38.46,4 947 000,Проспект Просвещения,19.4,Выборгский район,20.39,2.75,20,27
1789,квартира,37.96,4 883 000,Проспект Просвещения,19.4,Выборгский район,15.79,2.75,6,22
1790,квартира,39.08,4 892 000,Проспект Просвещения,19.4,Выборгский район,16.8,2.75,5,5
1791,квартира,39.64,5 099 000,Проспект Просвещения,19.4,Выборгский район,20.55,2.75,19,27
1792,квартира,38.57,4 961 000,Проспект Просвещения,19.4,Выборгский район,15.29,2.75,5,16
1793,квартира,38.57,4 961 000,Проспект Просвещения,19.4,Выборгский район,15.29,2.75,6,16
1794,квартира,38.64,4 970 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,5,27
1795,квартира,39.88,4 992 000,Проспект Просвещения,19.4,Выборгский район,17.6,2.75,4,5
1796,квартира,39.62,5 096 000,Проспект Просвещения,19.4,Выборгский район,20.63,2.75,16,24
1797,квартира,39.56,5 089 000,Проспект Просвещения,19.4,Выборгский район,20.63,2.75,17,24
1798,квартира,39.8,5 120 000,Проспект Просвещения,19.4,Выборгский район,15.38,2.75,6,24
1799,квартира,39.8,5 120 000,Проспект Просвещения,19.4,Выборгский район,15.38,2.75,14,24
1800,квартира,39.09,5 028 000,Проспект Просвещения,19.4,Выборгский район,20.4,2.75,6,27
1801,квартира,37.15,4 779 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,15,26
1802,квартира,37.15,4 779 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,16,26
1803,квартира,37.15,4 779 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,4,26
1804,квартира,37.15,4 779 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,16,26
1805,квартира,37.15,4 779 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,4,26
1806,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,13,27
1807,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,5,27
1808,квартира,37.6,4 837 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,16,27
1809,квартира,37.6,4 837 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,15,27
1810,квартира,39.3,4 777 000,Проспект Просвещения,19.4,Выборгский район,20.63,2.75,3,5
1811,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.81,2.75,10,27
1812,квартира,39.04,4 790 000,Проспект Просвещения,19.4,Выборгский район,15.19,2.75,4,5
1813,квартира,37.19,4 784 000,Проспект Просвещения,19.4,Выборгский район,15.81,2.75,11,22
1814,квартира,37.59,4 742 000,Проспект Просвещения,19.4,Выборгский район,15.0,2.75,3,5
1815,квартира,37.38,4 808 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,24,27
1816,квартира,36.83,4 738 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,6,26
1817,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,12,27
1818,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,9,27
1819,квартира,36.95,4 753 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,4,26
1820,квартира,37.38,4 808 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,17,27
1821,квартира,37.38,4 808 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,22,27
1822,квартира,39.04,4 745 000,Проспект Просвещения,19.4,Выборгский район,17.37,2.75,4,5
1823,квартира,39.04,4 745 000,Проспект Просвещения,19.4,Выборгский район,17.37,2.75,3,5
1824,квартира,37.38,4 808 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,18,27
1825,квартира,37.38,4 808 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,25,27
1826,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,7,27
1827,квартира,36.83,4 738 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,5,26
1828,квартира,39.3,4 777 000,Проспект Просвещения,19.4,Выборгский район,20.63,2.75,3,5
1829,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,14,27
1830,квартира,37.69,4 848 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,4,27
1831,квартира,39.8,4 814 000,Проспект Просвещения,19.4,Выборгский район,13.9,2.75,12,23
1832,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,11,27
1833,квартира,37.46,4 819 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,8,27
1834,квартира,37.38,4 808 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,21,27
1835,квартира,37.38,4 808 000,Проспект Просвещения,19.4,Выборгский район,14.76,2.75,20,27
1836,квартира,39.6,4 813 000,Проспект Просвещения,19.4,Выборгский район,17.07,2.75,3,5
1837,квартира,36.04,4 636 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,24,26
1838,квартира,36.23,4 660 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,14,26
1839,квартира,36.23,4 660 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,9,26
1840,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,8,26
1841,квартира,36.37,4 678 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,11,27
1842,квартира,36.43,4 686 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,4,27
1843,квартира,36.67,4 717 000,Проспект Просвещения,19.4,Выборгский район,15.81,2.75,20,22
1844,квартира,36.08,4 641 000,Проспект Просвещения,19.4,Выборгский район,18.85,2.75,22,26
1845,квартира,36.37,4 678 000,Проспект Просвещения,19.4,Выборгский район,16.93,2.75,10,27
1846,квартира,36.04,4 636 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,25,26
1847,квартира,36.22,4 659 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,25,27
1848,квартира,36.08,4 641 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,21,26
1849,квартира,36.23,4 660 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,11,26
1850,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,11,26
1851,квартира,36.77,4 730 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,7,26
1852,квартира,36.37,4 678 000,Проспект Просвещения,19.4,Выборгский район,16.93,2.75,9,27
1853,квартира,36.08,4 641 000,Проспект Просвещения,19.4,Выборгский район,18.85,2.75,19,26
1854,квартира,36.08,4 641 000,Проспект Просвещения,19.4,Выборгский район,18.85,2.75,20,26
1855,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.85,2.75,13,26
1856,квартира,36.23,4 660 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,8,26
1857,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,15,26
1858,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,12,26
1859,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,9,26
1860,квартира,36.44,4 687 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,19,27
1861,квартира,36.44,4 687 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,21,27
1862,квартира,36.08,4 641 000,Проспект Просвещения,19.4,Выборгский район,18.85,2.75,18,26
1863,квартира,36.08,4 641 000,Проспект Просвещения,19.4,Выборгский район,18.85,2.75,17,26
1864,квартира,36.22,4 659 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,22,27
1865,квартира,36.67,4 717 000,Проспект Просвещения,19.4,Выборгский район,15.81,2.75,21,22
1866,квартира,36.23,4 660 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,12,26
1867,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,10,26
1868,квартира,36.44,4 687 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,20,27
1869,квартира,36.77,4 730 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,5,26
1870,квартира,36.08,4 641 000,Проспект Просвещения,19.4,Выборгский район,18.85,2.75,23,26
1871,квартира,36.23,4 660 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,10,26
1872,квартира,36.77,4 730 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,6,26
1873,квартира,36.44,4 687 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,17,27
1874,квартира,36.5,4 695 000,Проспект Просвещения,19.4,Выборгский район,17.0,2.75,3,27
1875,квартира,36.66,4 716 000,Проспект Просвещения,19.4,Выборгский район,14.81,2.75,3,27
1876,квартира,36.77,4 730 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,24,26
1877,квартира,36.77,4 730 000,Проспект Просвещения,19.4,Выборгский район,18.42,2.75,25,26
1878,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,16,26
1879,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,14,26
1880,квартира,36.29,4 668 000,Проспект Просвещения,19.4,Выборгский район,18.56,2.75,7,26
1881,квартира,36.37,4 678 000,Проспект Просвещения,19.4,Выборгский район,16.98,2.75,12,27
1882,квартира,37.38,4 543 000,Проспект Просвещения,19.4,Выборгский район,15.51,2.75,5,5
1883,квартира,33.84,4 269 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,3,5
1884,квартира,33.85,4 270 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,4,5
1885,квартира,33.85,4 270 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,5,5
1886,квартира,33.85,4 270 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,4,5
1887,квартира,33.84,4 269 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,3,5
1888,квартира,33.85,4 270 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,5,5
1889,квартира,33.85,4 270 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,4,5
1890,квартира,33.84,4 269 000,Проспект Просвещения,19.4,Выборгский район,14.1,2.75,3,5
1891,Студия,27.87,3 654 000,Проспект Просвещения,19.4,Выборгский район,14.81,2.75,4,26
1892,Студия,28.91,3 625 000,Проспект Просвещения,19.4,Выборгский район,14.12,2.75,5,5
1893,Студия,27.66,3 627 000,Проспект Просвещения,19.4,Выборгский район,14.81,2.75,4,26
1894,Студия,30.9,3 874 000,Проспект Просвещения,19.4,Выборгский район,14.82,2.75,3,5
1895,Студия,27.95,3 665 000,Проспект Просвещения,19.4,Выборгский район,14.96,2.75,4,22
1896,Студия,30.9,3 874 000,Проспект Просвещения,19.4,Выборгский район,14.82,2.75,3,5
1897,Студия,30.9,3 874 000,Проспект Просвещения,19.4,Выборгский район,14.82,2.75,4,5
1898,Студия,27.83,3 649 000,Проспект Просвещения,19.4,Выборгский район,14.53,2.75,4,16
1899,Студия,30.9,3 874 000,Проспект Просвещения,19.4,Выборгский район,16.97,2.75,4,5
1900,Студия,26.99,3 508 000,Проспект Просвещения,19.4,Выборгский район,14.85,2.75,14,22
