Id,Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor,Max Floor
3726,квартира,45.3,5 354 000,Автово,97.6,Красносельский район,17.2,2.8,4,12
3727,квартира,45.0,5 360 000,Автово,97.6,Красносельский район,17.2,2.8,5,12
3728,квартира,45.4,5 366 000,Автово,97.6,Красносельский район,17.0,2.8,4,12
3729,квартира,45.7,5 486 000,Автово,97.6,Красносельский район,17.2,2.8,11,12
3730,квартира,45.2,5 426 000,Автово,97.6,Красносельский район,17.2,2.8,6,12
3731,квартира,45.7,5 444 000,Автово,97.6,Красносельский район,17.2,2.8,10,12
3732,квартира,45.7,5 444 000,Автово,97.6,Красносельский район,16.5,2.8,5,12
3733,квартира,45.3,5 480 000,Автово,97.6,Красносельский район,17.2,2.8,12,12
3734,квартира,45.6,5 517 000,Автово,97.6,Красносельский район,17.2,2.8,7,12
3735,квартира,45.6,5 347 000,Автово,97.6,Красносельский район,17.2,2.8,3,12
3736,квартира,45.1,5 498 000,Автово,97.6,Красносельский район,17.2,2.8,8,12
3737,квартира,45.8,5 498 000,Автово,97.6,Красносельский район,17.2,2.8,11,12
3738,квартира,45.7,5 486 000,Автово,97.6,Красносельский район,17.2,2.8,6,12
3739,квартира,46.0,5 522 000,Автово,97.6,Красносельский район,16.5,2.8,6,12
3740,квартира,45.5,5 377 000,Автово,97.6,Красносельский район,17.2,2.8,4,12
3741,квартира,45.7,5 486 000,Автово,97.6,Красносельский район,17.2,2.8,6,12
3742,квартира,45.1,5 456 000,Автово,97.6,Красносельский район,17.2,2.8,7,12
3743,квартира,46.1,5 363 000,Автово,97.6,Красносельский район,16.5,2.8,2,12
3744,квартира,45.3,5 522 000,Автово,97.6,Красносельский район,17.0,2.8,8,12
3745,квартира,46.0,5 394 000,Автово,97.6,Красносельский район,16.5,2.8,3,12
3746,квартира,45.7,5 486 000,Автово,97.6,Красносельский район,17.2,2.8,9,12
3747,квартира,45.5,5 504 000,Автово,97.6,Красносельский район,17.2,2.8,7,12
3748,квартира,44.2,5 388 000,Автово,97.6,Красносельский район,13.8,2.8,12,12
3749,квартира,45.3,5 438 000,Автово,97.6,Красносельский район,17.0,2.8,6,12
3750,квартира,45.7,5 359 000,Автово,97.6,Красносельский район,17.2,2.8,3,12
3751,квартира,52.8,5 436 000,Проспект Ветеранов,94.7,Красносельский район,28.77,2.76,6,8
3752,квартира,45.7,5 486 000,Автово,97.6,Красносельский район,17.2,2.8,6,12
3753,квартира,45.9,5 510 000,Автово,97.6,Красносельский район,16.5,2.8,9,12
3754,квартира,45.6,5 517 000,Автово,97.6,Красносельский район,17.2,2.8,7,12
3755,квартира,44.5,5 508 000,Автово,97.6,Красносельский район,16.4,2.8,7,12
3756,квартира,45.7,5 401 000,Автово,97.6,Красносельский район,17.2,2.8,9,12
3757,квартира,45.7,5 401 000,Автово,97.6,Красносельский район,16.5,2.8,4,12
3758,квартира,44.3,5 359 000,Автово,97.6,Красносельский район,13.8,2.8,11,12
3759,квартира,45.6,5 347 000,Автово,97.6,Красносельский район,17.2,2.8,7,12
3760,квартира,45.7,5 316 000,Автово,97.6,Красносельский район,17.2,2.8,2,12
3761,квартира,45.4,5 281 000,Автово,97.6,Красносельский район,17.2,2.8,2,12
3762,квартира,44.4,5 289 000,Автово,97.6,Красносельский район,13.8,2.8,9,12
3763,квартира,44.5,5 301 000,Автово,97.6,Красносельский район,13.8,2.8,11,12
3764,квартира,44.6,5 230 000,Автово,97.6,Красносельский район,13.8,2.8,9,12
3765,квартира,45.2,5 258 000,Автово,97.6,Красносельский район,17.0,2.8,2,12
3766,квартира,44.2,5 265 000,Автово,97.6,Красносельский район,13.8,2.8,11,12
3767,квартира,45.3,5 312 000,Автово,97.6,Красносельский район,17.2,2.8,3,12
3768,квартира,45.2,5 300 000,Автово,97.6,Красносельский район,17.0,2.8,3,12
3769,квартира,44.4,5 330 000,Автово,97.6,Красносельский район,13.8,2.8,10,12
3770,квартира,44.4,5 247 000,Автово,97.6,Красносельский район,13.8,2.8,10,12
3771,квартира,45.2,5 258 000,Автово,97.6,Красносельский район,17.0,2.8,2,12
3772,квартира,44.1,5 294 000,Автово,97.6,Красносельский район,13.8,2.8,12,12
3773,квартира,44.5,5 342 000,Автово,97.6,Красносельский район,13.8,2.8,12,12
3774,квартира,45.3,5 312 000,Автово,97.6,Красносельский район,17.0,2.8,3,12
3775,квартира,45.5,5 293 000,Автово,97.6,Красносельский район,17.2,2.8,7,12
3776,квартира,43.9,5 311 000,Автово,97.6,Красносельский район,16.4,2.8,2,12
3777,квартира,45.7,5 316 000,Автово,97.6,Красносельский район,17.2,2.8,2,12
3778,квартира,45.5,5 335 000,Автово,97.6,Красносельский район,17.2,2.8,3,12
3779,квартира,45.8,5 328 000,Автово,97.6,Красносельский район,17.2,2.8,2,12
3780,квартира,44.2,5 183 000,Автово,97.6,Красносельский район,13.8,2.8,9,12
3781,квартира,44.3,5 071 000,Автово,97.6,Красносельский район,13.8,2.8,6,12
3782,квартира,54.2,5 178 000,Проспект Ветеранов,94.7,Красносельский район,19.22,2.76,1,8
3783,квартира,44.4,5 124 000,Автово,97.6,Красносельский район,13.8,2.8,7,12
3784,квартира,44.6,5 105 000,Автово,97.6,Красносельский район,13.8,2.8,7,12
3785,квартира,44.1,5 048 000,Автово,97.6,Красносельский район,13.8,2.8,8,12
3786,квартира,44.2,4 895 000,Автово,97.6,Красносельский район,13.8,2.8,2,12
3787,квартира,44.5,5 011 000,Автово,97.6,Красносельский район,13.8,2.8,4,12
3788,квартира,44.0,4 995 000,Автово,97.6,Красносельский район,13.8,2.8,5,12
3789,квартира,42.3,4 784 000,Проспект Ветеранов,94.7,Красносельский район,14.1,2.75,17,22
3790,квартира,42.3,4 698 000,Проспект Ветеранов,94.7,Красносельский район,14.1,2.75,10,22
3791,квартира,42.3,4 744 000,Проспект Ветеранов,94.7,Красносельский район,14.1,2.75,9,22
3792,квартира,41.9,4 838 000,Проспект Ветеранов,94.7,Красносельский район,14.1,2.75,21,22
3793,квартира,41.0,4 566 000,Проспект Ветеранов,94.7,Красносельский район,17.0,2.76,5,8
3794,квартира,43.0,4 470 000,Проспект Ветеранов,94.7,Красносельский район,17.01,2.76,8,8
3795,квартира,43.2,4 491 000,Проспект Ветеранов,94.7,Красносельский район,17.01,2.76,7,8
3796,квартира,43.4,4 511 000,Проспект Ветеранов,94.7,Красносельский район,17.01,2.76,5,8
3797,квартира,42.8,4 449 000,Проспект Ветеранов,94.7,Красносельский район,17.01,2.76,2,8
3798,квартира,43.2,4 491 000,Проспект Ветеранов,94.7,Красносельский район,17.01,2.76,6,8
3799,квартира,41.0,4 384 000,Проспект Ветеранов,94.7,Красносельский район,17.69,2.76,3,8
3800,квартира,40.4,4 320 000,Проспект Ветеранов,94.7,Красносельский район,15.64,2.76,3,8
3801,квартира,43.3,4 415 000,Проспект Ветеранов,94.7,Красносельский район,17.01,2.76,1,8
